"UV1-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","YG1-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","YG10-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
-379.907257080078,559.500244140625,48.4758911132812,376.237945556641,-175.552154541016,481.368072509766,786.895812988281,196.968475341797,98.3961944580078,417.199859619141,923.185424804688,-269.813812255859,-32.5357971191406,-449.848602294922,-248.67903137207,147.903335571289,781.815551757812,331.114685058594,975.479370117188,242.200210571289,312.080291748047,305.245880126953,118.921264648438,265.876525878906,472.623199462891,911.589294433594,489.319274902344,-100.498863220215,-110.038764953613,-189.545440673828,-10.4342889785767,-466.331451416016,510.062805175781,145.474395751953,262.153289794922,-266.550354003906,233.205383300781,494.107299804688,30.4091091156006,-41.5013771057129,440.284027099609,241.501708984375,-220.496673583984,-119.777900695801,-1.82462537288666,338.526153564453,387.346771240234,344.998107910156,428.251647949219,272.519012451172,757.728454589844,-73.3016052246094,144.606109619141,612.6650390625,94.3270950317383,-220.443588256836,3.48873591423035,45.9100646972656,-220.349212646484,223.925262451172,261.358245849609,-221.850509643555,111.752532958984,228.078506469727
403.448669433594,357.306518554688,-35.8478012084961,51.6540603637695,87.914924621582,637.255920410156,277.509613037109,881.650268554688,-277.230377197266,626.285095214844,258.136169433594,459.375549316406,-141.079071044922,429.086639404297,74.2383041381836,212.013290405273,13.0475950241089,212.291381835938,142.558807373047,248.967636108398,948.844787597656,485.266021728516,564.876159667969,394.115081787109,511.911193847656,666.979919433594,37.5763282775879,829.466125488281,480.812469482422,-164.625366210938,379.114990234375,-493.463287353516,353.89892578125,69.1054763793945,166.870986938477,502.356414794922,442.036865234375,449.174774169922,523.962524414062,-510.518371582031,244.585830688477,112.242988586426,-115.387016296387,15.6234340667725,-146.817672729492,169.474792480469,525.933227539062,-61.1990013122559,-484.515167236328,23.0855388641357,317.096801757812,283.332580566406,-674.604858398438,815.362854003906,171.200500488281,-514.591613769531,18.4760494232178,195.659194946289,-481.912292480469,-202.604873657227,33.7075996398926,-253.206649780273,-65.3454666137695,-176.822128295898
-273.342376708984,969.889831542969,1620.61511230469,2321.14038085938,3072.09399414062,5052.427734375,7712.26416015625,3825.93701171875,3354.63159179688,1419.01989746094,987.719848632812,-379.672058105469,-98.0169830322266,214.000228881836,-85.7927322387695,-377.848358154297,535.175476074219,905.487609863281,1079.8427734375,551.393615722656,683.021606445312,986.647827148438,1062.55163574219,555.321166992188,749.768371582031,474.410919189453,200.842956542969,-361.992431640625,226.807342529297,602.535766601562,-240.129501342773,351.88330078125,658.65576171875,-73.140380859375,-10.0911521911621,86.3916702270508,260.229827880859,-60.2515563964844,-339.88525390625,74.790901184082,406.888366699219,-227.626541137695,0,-282.572601318359,243.807266235352,-567.20068359375,107.189842224121,155.868438720703,-165.736907958984,374.009521484375,-629.890014648438,-512.905822753906,-61.8106689453125,-82.8943099975586,-252.537445068359,-54.8265609741211,-231.209045410156,306.000213623047,-174.721588134766,241.020080566406,183.742736816406,-15.8055067062378,852.628540039062,-183.794647216797
544.694763183594,16.671817779541,355.35400390625,1001.90869140625,1216.59289550781,2777.10766601562,3072.87841796875,1574.16857910156,1884.80859375,901.576171875,249.444702148438,56.8820877075195,412.164031982422,-337.623931884766,143.762710571289,165.228668212891,113.97518157959,725.866882324219,308.972625732422,973.44921875,278.358795166016,352.0849609375,468.561340332031,1155.21557617188,-10.9209461212158,455.972717285156,56.4337158203125,437.2958984375,174.285736083984,394.613891601562,-161.106552124023,581.055358886719,466.162536621094,72.1134414672852,724.083618164062,-158.469696044922,0.957584381103516,179.875152587891,420.926483154297,-316.993560791016,256.789581298828,-160.00325012207,-58.1896934509277,-8.06124687194824,55.7236251831055,83.8546829223633,-492.262969970703,-535.317199707031,-219.017028808594,-113.526084899902,1019.23388671875,84.6155548095703,-49.8387298583984,62.0527877807617,-38.5702209472656,-128.999237060547,73.5809936523438,86.3682403564453,-57.4399757385254,422.694793701172,-85.4088363647461,-55.5104637145996,86.667366027832,-349.875518798828
180.106292724609,-22.7403011322021,157.444976806641,412.820678710938,404.144134521484,-51.7780227661133,-107.759880065918,-3.5751211643219,465.559783935547,77.7138442993164,-117.639289855957,70.3145599365234,-994.525329589844,197.783889770508,171.917114257812,183.766952514648,28.6349582672119,365.561767578125,-160.023986816406,347.748138427734,43.327823638916,371.355560302734,-28.7712726593018,628.803833007812,239.505813598633,222.113189697266,-152.980758666992,269.494384765625,-305.971527099609,153.070236206055,-501.823211669922,390.514770507812,450.290985107422,54.4336471557617,-241.385650634766,20.0827407836914,-113.39949798584,279.634796142578,30.9254589080811,337.411346435547,88.8606109619141,-83.6896209716797,47.7707252502441,-334.650268554688,-63.0223121643066,414.397705078125,-98.2396850585938,319.439788818359,-108.225090026855,-190.38298034668,137.346130371094,191.859420776367,-396.490112304688,335.610748291016,-168.069793701172,-399.851165771484,209.826248168945,70.5398483276367,44.5239028930664,-518.894958496094,4.87844276428223,411.006744384766,-194.782592773438,-629.336181640625
-264.721557617188,110.966857910156,992.600952148438,-73.9871597290039,1308.73693847656,1597.91552734375,2622.04565429688,1523.01843261719,1600.353515625,640.011596679688,56.5955696105957,-72.7132034301758,-249.485733032227,557.799133300781,-388.590301513672,180.801132202148,-80.544319152832,658.038818359375,370.241943359375,289.163635253906,540.503967285156,821.714904785156,602.210266113281,319.848663330078,428.115325927734,611.309753417969,169.026626586914,215.174499511719,-23.034595489502,61.6036796569824,9.53015613555908,-85.1820831298828,94.2078323364258,781.804016113281,494.909637451172,566.036254882812,200.216537475586,635.940368652344,-175.515151977539,158.977416992188,576.936584472656,270.931701660156,493.866912841797,-214.159057617188,-143.589340209961,-229.23974609375,-144.766708374023,273.505798339844,535.089416503906,-445.517242431641,-247.902969360352,361.502746582031,354.184295654297,-10.7567768096924,-113.045608520508,-94.7914123535156,128.944702148438,152.376449584961,233.135223388672,263.119659423828,257.239807128906,298.201110839844,131.0673828125,-107.475379943848
178.978988647461,-369.443664550781,526.377136230469,390.144714355469,847.323669433594,1524.54016113281,2979.20629882812,2002.34313964844,1694.00183105469,-19.4112186431885,166.570159912109,36.9394416809082,-57.4844017028809,-81.9632568359375,196.353302001953,-236.34895324707,-353.562591552734,814.36328125,437.119598388672,634.65625,837.392211914062,787.219909667969,1231.54809570312,847.542602539062,254.616516113281,581.623107910156,258.647735595703,291.180206298828,594.875305175781,840.180969238281,120.551765441895,685.518493652344,495.065368652344,829.121643066406,1131.75549316406,434.221740722656,672.223022460938,323.907592773438,-171.308059692383,443.346801757812,516.356872558594,931.611938476562,452.475555419922,-28.7495861053467,-156.502563476562,333.863800048828,173.037750244141,133.951782226562,-516.08056640625,-120.071502685547,-152.128723144531,398.119354248047,593.087768554688,-10.4205226898193,-226.890640258789,-156.579986572266,211.764343261719,-437.227996826172,380.727081298828,-141.375015258789,429.641937255859,277.998321533203,265.207977294922,241.332138061523
-23.2758827209473,-48.8811569213867,307.896392822266,703.973510742188,965.190368652344,1929.9716796875,3456.29150390625,1851.2998046875,1015.41021728516,321.114624023438,370.574401855469,271.116333007812,147.298828125,-237.069747924805,282.013580322266,-163.678100585938,-498.358917236328,134.022888183594,443.296295166016,415.219665527344,318.075378417969,498.844757080078,665.507080078125,762.026184082031,813.989379882812,430.558074951172,229.917083740234,-226.613647460938,202.801345825195,587.9873046875,482.415710449219,-355.601837158203,94.062370300293,384.2626953125,547.7060546875,489.065460205078,423.407043457031,204.577011108398,34.7637519836426,649.226379394531,-219.667144775391,411.729156494141,-358.918334960938,-143.747512817383,41.3364677429199,199.498687744141,-25.7851696014404,162.450531005859,-139.721313476562,63.2733955383301,269.903350830078,224.361846923828,-231.504531860352,-160.813446044922,343.666961669922,-269.111236572266,-36.629264831543,-286.23095703125,-207.368469238281,43.354679107666,317.748474121094,79.1547241210938,339.333038330078,136.872436523438
144.62890625,-445.799865722656,197.773498535156,659.580993652344,-214.378936767578,183.368255615234,411.591033935547,218.418960571289,636.549682617188,-354.668273925781,50.7787551879883,-90.8061752319336,278.603515625,159.923751831055,525.97802734375,36.5380363464355,247.698547363281,558.391784667969,669.417114257812,301.673614501953,377.071838378906,-18.3793315887451,199.960159301758,702.499877929688,246.442794799805,76.6719741821289,753.041748046875,696.894775390625,409.210998535156,295.629333496094,-54.8847579956055,-67.3466796875,-420.732879638672,124.199562072754,186.761001586914,81.9367218017578,-266.194091796875,18.6178569793701,-477.980072021484,-441.719543457031,-310.866271972656,713.25927734375,628.107116699219,-4.77967071533203,-59.7938537597656,226.272796630859,-178.507385253906,336.175354003906,326.409271240234,535.606384277344,360.056396484375,167.243026733398,-148.910980224609,-139.300048828125,-362.185913085938,172.378494262695,236.764755249023,140.422622680664,303.621398925781,51.0900344848633,159.222808837891,4.07862710952759,-328.609588623047,-419.347961425781
29.3103294372559,766.295471191406,-485.098358154297,19.5244579315186,209.872009277344,259.027740478516,132.98176574707,498.643646240234,347.415222167969,-5.75397300720215,655.673522949219,-113.901710510254,66.301628112793,262.649017333984,127.427536010742,259.943756103516,654.651245117188,452.707885742188,129.069641113281,67.1296768188477,316.917602539062,435.889068603516,268.395111083984,778.901916503906,1066.61340332031,351.821441650391,2.53744149208069,236.859939575195,487.334228515625,-217.319351196289,268.580413818359,-442.918792724609,331.985382080078,-263.0712890625,271.951782226562,652.0625,233.205383300781,-29.4662647247314,577.3251953125,325.72265625,-21.6305961608887,109.24934387207,47.4870109558105,129.979446411133,306.969940185547,105.047737121582,-77.0716323852539,100.691589355469,408.826538085938,104.094665527344,-247.764251708984,-60.0676498413086,266.142578125,413.933654785156,288.842590332031,140.714752197266,505.507171630859,142.655517578125,-10.968786239624,78.1948165893555,-265.159912109375,131.415313720703,120.092895507812,-274.875305175781
